term,z,n_high,n_low
decide,0.999364403274947,8,4
refund,0.999364403274947,8,4
right to,0.999364403274947,8,4
in water,0.999364403274947,8,4
more expensive,0.999364403274947,8,4
reviews and,0.999364403274947,8,4
looking,0.999364403274947,8,4
stone,0.999364403274947,8,4
cancel,0.999364403274947,8,4
living,0.999364403274947,8,4
least minutes,0.999364403274947,8,4
buy,0.999364403274947,8,4
can create,0.999364403274947,8,4
costs,0.9984259314313942,25,21
to avoid,0.9972398559135538,34,31
calorie,0.988479848720081,33,30
overkill,0.988479848720081,33,30
places,0.9849394895936358,23,19
supported by,0.9785666140494054,39,37
sell,0.9777226009432124,9,5
soiled,0.9777226009432124,9,5
misconception,0.9777226009432124,9,5
missing,0.9777226009432124,9,5
recommend checking,0.9777226009432124,9,5
could also,0.9777226009432124,9,5
vague,0.9777226009432124,9,5
colors,0.9777226009432124,9,5
just the,0.9777226009432124,9,5
message,0.9777226009432124,9,5
fade,0.9777226009432124,9,5
protects,0.9777226009432124,9,5
clothes,0.9777226009432124,9,5
weak and,0.9777226009432124,9,5
stick,0.9777226009432124,9,5
eliminate,0.9777226009432124,9,5
and keep,0.9777226009432124,9,5
beneficial,0.9724481625016137,21,17
second,0.9724481625016137,21,17
people but,0.9724481625016137,21,17
due,0.9694540059191489,83,90
face,0.9634996111857979,10,6
stains but,0.9634996111857979,10,6
it if,0.9634996111857979,10,6
spend,0.9634996111857979,10,6
it with,0.9634996111857979,10,6
skip,0.9634996111857979,10,6
your own,0.9620412705536089,30,27
evidence it,0.9566413869233064,18,14
for everyone,0.9566413869233064,18,14
can work,0.9566413869233064,18,14
it's generally,0.9544204690485218,11,7
confirmation,0.9544204690485218,11,7
work but,0.9544204690485218,11,7
rise,0.9544204690485218,11,7
continue,0.9544204690485218,11,7
resume,0.9544204690485218,11,7
on that,0.9544204690485218,11,7
decline,0.9544204690485218,11,7
to pay,0.9544204690485218,11,7
are better,0.9525243281455307,17,13
buildup,0.9525243281455307,17,13
natural,0.9492118404471732,16,12
damage the,0.9492118404471732,16,12
fast,0.9490428082719263,12,8
unrealistic,0.9490428082719263,12,8
strategy,0.9490428082719263,12,8
not remove,0.9490428082719263,12,8
acceptable,0.9490428082719263,12,8
lost,0.9469011368269246,15,11
result,0.9469011368269246,15,11
reliably,0.9469011368269246,15,11
need for,0.9464072998177444,13,9
on its,0.9464072998177444,13,9
switch,0.9464072998177444,13,9
be useful,0.9464072998177444,13,9
for an,0.9464072998177444,13,9
shorten,0.9458509796213018,14,10
serious,0.9443370859174027,28,25
kill,0.9403392120273932,35,33
some people,0.9382592181042622,52,53
all,0.9363946051362795,159,187
are redundant,0.9354836785645384,27,24
important,0.9281894153406707,51,52
temporary,0.9207971188622379,45,45
legal,0.9174676165705266,39,38
hot,0.9071990178898754,38,37
job,0.9007992498405676,31,29
to your,0.8968166724657618,37,36
until,0.891708507967863,22,19
they do,0.8748167677798394,20,17
it's common,0.8748167677798394,20,17
is outdated,0.8748167677798394,20,17
it depends,0.8653527731246484,45,46
basic,0.851078536135916,17,14
lemon,0.851078536135916,17,14
collagen,0.8438630164390467,16,13
interval is,0.8438630164390467,16,13
way,0.8433855877024637,43,44
beneficial for,0.8420184736747935,7,4
not completely,0.8420184736747935,7,4
how you,0.8420184736747935,7,4
idea is,0.8420184736747935,7,4
wastes fuel,0.8420184736747935,7,4
for different,0.8420184736747935,7,4
it's useful,0.8420184736747935,7,4
if done,0.8420184736747935,7,4
apple cider,0.8420184736747935,7,4
your symptoms,0.8420184736747935,7,4
yellow,0.8420184736747935,7,4
often better,0.8420184736747935,7,4
not because,0.8420184736747935,7,4
to discuss,0.8420184736747935,7,4
clarify,0.8420184736747935,7,4
guideline not,0.8420184736747935,7,4
plenty,0.8420184736747935,7,4
only if,0.8420184736747935,7,4
tight,0.8420184736747935,7,4
cider vinegar,0.8420184736747935,7,4
cider,0.8420184736747935,7,4
may leave,0.8420184736747935,7,4
but for,0.8371684831520755,15,12
differ,0.8371684831520755,15,12
cooling combining,0.831913037612391,31,30
is still,0.831913037612391,31,30
should not,0.8311476939500502,14,11
lot,0.8311476939500502,14,11
cool water,0.8287528970635791,8,5
in moderation,0.8287528970635791,8,5
hit,0.8287528970635791,8,5
microwaved,0.8287528970635791,8,5
filing,0.8287528970635791,8,5
amounts of,0.8287528970635791,8,5
more often,0.8287528970635791,8,5
only when,0.8287528970635791,8,5
probably,0.8287528970635791,8,5
possible but,0.8287528970635791,8,5
enough for,0.8287528970635791,8,5
ensure the,0.8287528970635791,8,5
nutritious,0.8287528970635791,8,5
be accurate,0.8287528970635791,8,5
is unrealistic,0.8287528970635791,8,5
can't confirm,0.8287528970635791,8,5
to check,0.828394892748575,24,22
to confirm,0.8260051880494438,13,10
evidence does,0.8260051880494438,13,10
place,0.8260051880494438,13,10
reflect,0.8260051880494438,13,10
provider,0.8260051880494438,13,10
shown to,0.8260051880494438,13,10
is just,0.8260051880494438,13,10
are separate,0.8260051880494438,13,10
scratch,0.8260051880494438,13,10
what,0.8254906506644833,51,54
reverse,0.8220203408424608,12,9
can leave,0.8220203408424608,12,9
urine,0.8220203408424608,12,9
be fine,0.8220203408424608,12,9
digestive,0.8220203408424608,12,9
it's harmless,0.8220203408424608,12,9
the underlying,0.8220203408424608,12,9
salicylic,0.8218800280805089,9,6
cash,0.8218800280805089,9,6
battery health,0.8218800280805089,9,6
detoxification,0.8218800280805089,9,6
change the,0.8218800280805089,9,6
good for,0.8218800280805089,9,6
honey can,0.8218800280805089,9,6
bill,0.8218800280805089,9,6
to start,0.8218800280805089,9,6
theft,0.8218800280805089,9,6
before you,0.8218800280805089,9,6
lemon juice,0.8218800280805089,9,6
it and,0.8218800280805089,9,6
salicylic acid,0.8218800280805089,9,6
can change,0.8218800280805089,9,6
risks,0.8206195697258502,30,29
and see,0.8195838664979452,11,8
days is,0.8195838664979452,11,8
overstated,0.8195838664979452,11,8
recognized,0.8195838664979452,11,8
no proven,0.8195838664979452,11,8
keep the,0.8195838664979452,11,8
absorb,0.8195838664979452,11,8
or your,0.8195838664979452,11,8
discharges,0.8192579401474037,10,7
vomiting,0.8192579401474037,10,7
carry,0.8192579401474037,10,7
can save,0.8192579401474037,10,7
passive,0.8192579401474037,10,7
offers,0.8192579401474037,10,7
heart disease,0.8192579401474037,10,7
gold,0.8192579401474037,10,7
great,0.8192579401474037,10,7
remove the,0.8192579401474037,10,7
doubling,0.8192579401474037,10,7
relationships,0.8192579401474037,10,7
it often,0.8192579401474037,10,7
honey is,0.8192579401474037,10,7
not change,0.8192579401474037,10,7
spark,0.8192579401474037,10,7
not permanent,0.8192579401474037,10,7
not fixed,0.8192579401474037,10,7
microwave-safe plastic,0.8192579401474037,10,7
things,0.8192579401474037,10,7
advise against,0.8177429150451474,23,21
energy,0.8105287056612247,45,47
go,0.8091768356598045,29,28
evidence,0.8090266985615706,320,404
helps,0.8088997719337135,54,58
wax,0.8070278854928579,22,20
avoid,0.8010032240563012,70,78
repair,0.8003167487086356,34,34
is likely,0.7975792955053621,28,27
permanent,0.7975792955053621,28,27
anxiety,0.7962589760522238,21,19
it as,0.7854483455193112,20,18
it will,0.7854483455193112,20,18
fact,0.7854483455193112,20,18
email,0.7854483455193112,20,18
demand,0.7854483455193112,20,18
causes,0.7828817514581983,56,61
to be,0.7799863313451034,47,50
doesn't add,0.7764098348841532,32,32
off,0.7755092192988166,42,44
frequent,0.7748885792787193,51,55
cool,0.7738291946064499,37,38
water,0.7727250183388297,284,358
them doesn't,0.7641765061992724,31,31
add benefit,0.7641765061992724,31,31
by cooling,0.7641765061992724,31,31
alkaline,0.7637713186383301,18,16
indicate,0.7617981942150601,25,24
laws,0.7529542077410885,17,15
check with,0.7529542077410885,17,15
apps,0.7529542077410885,17,15
toothpaste,0.7495203532899282,24,23
dogs,0.7495203532899282,24,23
whole,0.7492437145633412,35,36
changes,0.7444193720832212,80,92
negligible,0.7421980616753681,16,14
sign,0.7421980616753681,16,14
is important,0.7421980616753681,16,14
advise,0.7389375890187718,39,41
stains,0.7370557606640896,23,22
raise,0.7315528996255123,15,13
because of,0.7315528996255123,15,13
aloe,0.7315528996255123,15,13
the number,0.7262434660479298,28,28
fat,0.7247714063180718,51,56
label,0.7247305656245498,140,170
automatically,0.7243972407553412,22,21
cover,0.7243972407553412,22,21
charging is,0.7210863862883146,14,12
and use,0.7210863862883146,14,12
claims are,0.7210863862883146,14,12
move,0.7210863862883146,14,12
the soil,0.7210863862883146,14,12
investment,0.7210863862883146,14,12
situation,0.7210863862883146,14,12
check your,0.7204056837656666,85,99
not cure,0.7194997004591467,42,45
recommended,0.7158612097762977,109,130
your local,0.7131516649543899,27,27
due to,0.7125146211776513,77,89
to replace,0.7108912114169424,13,11
smaller,0.7108912114169424,13,11
positive,0.7108912114169424,13,11
the cause,0.7108912114169424,13,11
professional,0.7026848208120448,45,49
your car,0.7010963528004193,12,10
block,0.7010963528004193,12,10
for every,0.7010963528004193,12,10
card,0.6998153888797591,26,26
evidence-based,0.6998153888797591,26,26
the body,0.6984689271651646,20,19
combining them,0.6975507483493547,31,32
aren't,0.6918848039335262,11,9
replace it,0.6918848039335262,11,9
proof,0.6918848039335262,11,9
eat,0.6918848039335262,11,9
risk but,0.6918848039335262,11,9
slowly,0.6918848039335262,11,9
waiting,0.6835225088171265,10,8
walls,0.6835225088171265,10,8
microwave safety,0.6835225088171265,10,8
thick,0.6835225088171265,10,8
but do,0.6835225088171265,10,8
often recommended,0.6835225088171265,10,8
weekly,0.6835225088171265,10,8
the old,0.6835225088171265,10,8
timeline,0.6835225088171265,10,8
be very,0.6835225088171265,10,8
fabrics,0.6835225088171265,10,8
most modern,0.6835225088171265,10,8
remover,0.6835225088171265,10,8
target,0.6835225088171265,10,8
are not,0.6788236281459423,95,113
cooling,0.6771918200314262,43,47
balanced diet,0.6764076852308397,9,7
the entire,0.6764076852308397,9,7
spots,0.6764076852308397,9,7
assume,0.6764076852308397,9,7
oil has,0.6764076852308397,9,7
compress works,0.6764076852308397,9,7
the microwave,0.6764076852308397,9,7
be helpful,0.6764076852308397,9,7
not make,0.6764076852308397,9,7
or if,0.6764076852308397,9,7
food-safe,0.6764076852308397,9,7
court,0.6764076852308397,9,7
moderation,0.6764076852308397,9,7
crack,0.6764076852308397,9,7
are tested,0.6764076852308397,9,7
verified,0.6764076852308397,9,7
if there,0.6764076852308397,9,7
toothpaste is,0.6764076852308397,9,7
when they,0.6764076852308397,9,7
help with,0.6739232871494818,34,36
guideline,0.6723509568058681,24,24
illness,0.6711594672373036,8,6
generally not,0.6711594672373036,8,6
infection risk,0.6711594672373036,8,6
leads,0.6711594672373036,8,6
in an,0.6711594672373036,8,6
against it,0.6711594672373036,8,6
good choice,0.6711594672373036,8,6
monitoring,0.6711594672373036,8,6
miles check,0.6711594672373036,8,6
remove surface,0.6711594672373036,8,6
goals,0.6711594672373036,8,6
position,0.6711594672373036,8,6
that's accurate,0.6711594672373036,8,6
determined,0.6711594672373036,8,6
an independent,0.6711594672373036,8,6
cancer the,0.6711594672373036,8,6
shrink,0.6711594672373036,8,6
cleaning is,0.6710498608141414,6,4
modern lithium-ion,0.6710498608141414,6,4
preparation,0.6710498608141414,6,4
speculative,0.6710498608141414,6,4
inspection is,0.6710498608141414,6,4
instant,0.6710498608141414,6,4
consult doctor,0.6710498608141414,6,4
longevity,0.6710498608141414,6,4
understood,0.6710498608141414,6,4
by research,0.6710498608141414,6,4
genuine,0.6710498608141414,6,4
helps if,0.6710498608141414,6,4
cause cancer,0.6710498608141414,6,4
ineffective,0.6710498608141414,6,4
knowledge,0.6710498608141414,6,4
disrupt,0.6710498608141414,6,4
is lower,0.6710498608141414,6,4
is clear,0.6710498608141414,6,4
interest and,0.6710498608141414,6,4
rhythm,0.6710498608141414,6,4
guideline but,0.6710498608141414,6,4
peroxide or,0.6710498608141414,6,4
portfolio,0.6710498608141414,6,4
dentist,0.6710498608141414,6,4
people find,0.6710498608141414,6,4
movements,0.6710498608141414,6,4
not improve,0.6710498608141414,6,4
as you,0.6710498608141414,6,4
bleach can,0.6710498608141414,6,4
side,0.670258412198945,29,30
you would,0.6687880405794033,7,5
accurate for,0.6687880405794033,7,5
ignore,0.6687880405794033,7,5
unusual,0.6687880405794033,7,5
can feel,0.6687880405794033,7,5
doesn't support,0.6687880405794033,7,5
efficient,0.6687880405794033,7,5
putting,0.6687880405794033,7,5
and make,0.6687880405794033,7,5
many are,0.6687880405794033,7,5
vent,0.6687880405794033,7,5
pharmacist,0.6687880405794033,7,5
meaning,0.6687880405794033,7,5
exam,0.6687880405794033,7,5
pediatrician,0.6687880405794033,7,5
replacing,0.667666229779019,38,41
prevent,0.663738527070607,54,61
new,0.6602173596036748,33,35
problem,0.65818975865625,23,23
water can,0.6579389972123527,17,16
are safe,0.6579389972123527,17,16
issues,0.6496378171959327,45,50
communication,0.6439664083989813,16,15
enamel,0.6439664083989813,16,15
dose,0.6437175340505038,22,22
account,0.6437175340505038,22,22
nutrients,0.6418488384391545,27,28
documents,0.629755244925171,15,14
tracking,0.629755244925171,15,14
the skin,0.629755244925171,15,14
high doses,0.629755244925171,15,14
relationship,0.6289128117883912,21,21
returns,0.6289128117883912,21,21
hot water,0.6153050960547384,14,13
fatigue,0.6153050960547384,14,13
month,0.6153050960547384,14,13
benefit is,0.6153050960547384,14,13
relying,0.6153050960547384,14,13
been shown,0.6153050960547384,14,13
fish,0.6137515311134061,20,20
monthly,0.6137515311134061,20,20
useful,0.6121044873448322,34,37
cars,0.6097200382152935,38,42
burn,0.6025969345236677,29,31
from your,0.6006205043509878,13,12
bread,0.6006205043509878,13,12
persist,0.6006205043509878,13,12
something,0.6006205043509878,13,12
amount of,0.6006205043509878,13,12
your score,0.6006205043509878,13,12
stomach,0.5982065821796159,19,19
not the,0.5949196727196515,56,65
is very,0.5874062164408412,28,30
appropriate,0.5857139445396428,12,11
hiccups,0.5857139445396428,12,11
temporarily but,0.5857139445396428,12,11
not automatically,0.5857139445396428,12,11
many places,0.5857139445396428,12,11
twice,0.5857139445396428,12,11
fire,0.5857139445396428,12,11
and time,0.5857139445396428,12,11
not been,0.5857139445396428,12,11
the whole,0.5857139445396428,12,11
relying on,0.5857139445396428,12,11
to remove,0.5857139445396428,12,11
both work,0.5822472360346636,18,18
fix,0.581475061860301,40,45
check for,0.5810621508127908,23,24
contains,0.5810621508127908,23,24
hydration,0.5810621508127908,23,24
wash,0.5706106809930199,11,10
applications,0.5706106809930199,11,10
cannot be,0.5706106809930199,11,10
sales,0.5706106809930199,11,10
allergies,0.5706106809930199,11,10
read the,0.5706106809930199,11,10
oxygen,0.5706106809930199,11,10
clinical evidence,0.5706106809930199,11,10
unnecessary and,0.5706106809930199,11,10
it's usually,0.5706106809930199,11,10
readings,0.5706106809930199,11,10
not strong,0.5706106809930199,11,10
safe but,0.5706106809930199,11,10
is possible,0.5706106809930199,11,10
for many,0.5674847613297443,31,34
keeping,0.5648961403587079,22,23
needed,0.5572385649921571,67,80
depend on,0.5559351361046052,26,28
residue,0.5559351361046052,26,28
last years,0.5553569217193143,10,9
usually sufficient,0.5553569217193143,10,9
the contract,0.5553569217193143,10,9
teas,0.5553569217193143,10,9
soda and,0.5553569217193143,10,9
useful for,0.5553569217193143,10,9
itself,0.5519608762262601,30,33
rather,0.5511677499295732,34,38
rather than,0.5511677499295732,34,38
deduct,0.5489398594328766,16,16
password,0.5482808649234409,21,22
but there,0.5482808649234409,21,22
evidence that,0.5447572479189944,76,92
it works,0.5400340079852534,9,8
is reasonable,0.5400340079852534,9,8
pot,0.5400340079852534,9,8
for children,0.5400340079852534,9,8
aloe vera,0.5400340079852534,9,8
four,0.5400340079852534,9,8
verify the,0.5400340079852534,9,8
vera,0.5400340079852534,9,8
if possible,0.5400340079852534,9,8
bacterial,0.5400340079852534,9,8
unless the,0.5400340079852534,9,8
first aid,0.5400340079852534,9,8
colour,0.5400340079852534,9,8
battery life,0.5400340079852534,9,8
goal,0.5400340079852534,9,8
years is,0.5400340079852534,9,8
have been,0.5396033623122941,25,27
other,0.5391707762866023,123,154
overall,0.5357786283561916,33,37
can sometimes,0.5315048125223737,15,15
pregnancy,0.5315048125223737,15,15
it for,0.5315048125223737,15,15
immediately,0.5311782016151286,20,21
frequent changes,0.5247842404874593,8,7
and should,0.5247842404874593,8,7
taxes,0.5247842404874593,8,7
sunburn,0.5247842404874593,8,7
soil is,0.5247842404874593,8,7
slower,0.5247842404874593,8,7
determine,0.5247842404874593,8,7
paid,0.5247842404874593,8,7
leave residue,0.5247842404874593,8,7
scalp,0.5247842404874593,8,7
wheel,0.5247842404874593,8,7
giving,0.5247842404874593,8,7
you more,0.5247842404874593,8,7
is excessive,0.5247842404874593,8,7
risk and,0.5247842404874593,8,7
traction,0.5247842404874593,8,7
income,0.5228347598457687,24,26
improvement,0.5228347598457687,24,26
injury,0.5198116747456166,28,31
reason,0.5198116747456166,28,31
aid,0.5135444874903897,19,20
olive oil,0.5134786441604641,14,14
takes,0.5134786441604641,14,14
metabolism,0.5134786441604641,14,14
following,0.5134786441604641,14,14
loss,0.5129564591796395,83,102
that will,0.5098606198133118,7,6
ongoing,0.5098606198133118,7,6
warm-up,0.5098606198133118,7,6
the safe,0.5098606198133118,7,6
skin and,0.5098606198133118,7,6
simply,0.5098606198133118,7,6
instantly,0.5098606198133118,7,6
few weeks,0.5098606198133118,7,6
bugs,0.5098606198133118,7,6
to say,0.5098606198133118,7,6
out of,0.5098606198133118,7,6
fine the,0.5098606198133118,7,6
an official,0.5098606198133118,7,6
too short,0.5098606198133118,7,6
shared,0.5098606198133118,7,6
laundry,0.5098606198133118,7,6
only the,0.5098606198133118,7,6
important for,0.5098606198133118,7,6
half,0.5098606198133118,7,6
recover,0.5098606198133118,7,6
deficient,0.5098606198133118,7,6
amounts,0.5039752721944718,31,35
fees,0.5031367825700298,27,30
is more,0.49979941797869154,69,84
and increase,0.4957298674568406,6,5
app's,0.4957298674568406,6,5
appearance,0.4957298674568406,6,5
uniquely,0.4957298674568406,6,5
plastics are,0.4957298674568406,6,5
doesn't need,0.4957298674568406,6,5
cooking method,0.4957298674568406,6,5
life varies,0.4957298674568406,6,5
an average,0.4957298674568406,6,5
many countries,0.4957298674568406,6,5
convenient,0.4957298674568406,6,5
no longer,0.4957298674568406,6,5
the new,0.4957298674568406,6,5
and even,0.4957298674568406,6,5
not legal,0.4957298674568406,6,5
switching,0.4957298674568406,6,5
or contact,0.4957298674568406,6,5
are much,0.4957298674568406,6,5
can't be,0.4957298674568406,6,5
sustainable,0.4957298674568406,6,5
for health,0.4957298674568406,6,5
practices,0.4957298674568406,6,5
loss but,0.4957298674568406,6,5
fees and,0.4957298674568406,6,5
cream,0.4957298674568406,6,5
more for,0.4957298674568406,6,5
and add,0.4957298674568406,6,5
pass,0.4957298674568406,6,5
location and,0.4957298674568406,6,5
your card,0.4957298674568406,6,5
likely from,0.4957298674568406,6,5
detoxifies,0.4957298674568406,6,5
get enough,0.4957298674568406,6,5
consider the,0.4957298674568406,6,5
identical,0.4957298674568406,6,5
will be,0.4957298674568406,6,5
experiment,0.4957298674568406,6,5
drainage,0.4957298674568406,6,5
don't use,0.4957298674568406,6,5
saves,0.4957298674568406,6,5
not typically,0.4957298674568406,6,5
reflex,0.4957298674568406,6,5
examples,0.4957298674568406,6,5
lungs,0.4957298674568406,6,5
useful but,0.4957298674568406,6,5
certified,0.4947967522922983,13,13
comfort,0.4947967522922983,13,13
also be,0.4947967522922983,13,13
all work,0.4947967522922983,13,13
insomnia,0.4947967522922983,13,13
absolute,0.4947967522922983,13,13
and you,0.4947967522922983,13,13
can provide,0.4947967522922983,13,13
underlying,0.4947967522922983,13,13
not reliable,0.4878463711957422,22,24
savings,0.4860240738959905,26,29
minutes,0.47957411283537493,123,156
zero,0.475381835923885,12,12
optimal,0.475381835923885,12,12
or use,0.475381835923885,12,12
file,0.475381835923885,12,12
steps,0.475381835923885,12,12
baby,0.475381835923885,12,12
very low,0.475381835923885,12,12
white,0.475381835923885,12,12
microwave,0.4746327078857022,67,82
cold water,0.47066102570299795,29,33
score,0.47066102570299795,29,33
parts,0.4684412646132341,25,28
color,0.4684412646132341,25,28
alone,0.4579023067859963,46,55
glass,0.45691036144858643,16,17
earlier,0.45691036144858643,16,17
salt,0.4560607461733657,39,46
cholesterol,0.45514009879651796,11,11
idling,0.45514009879651796,11,11
affect engine,0.45514009879651796,11,11
is high,0.45514009879651796,11,11
brief,0.45514009879651796,11,11
oil there's,0.45514009879651796,11,11
the relationship,0.45514009879651796,11,11
replacement doesn't,0.45514009879651796,11,11
taste,0.45514009879651796,11,11
they can,0.453374965782782,28,32
cost,0.453374965782782,28,32
work,0.45152728221412947,132,169
properly,0.4506392718706186,20,22
chocolate,0.4506392718706186,20,22
is weak,0.4506392718706186,20,22
devices,0.45035218512020064,24,27
not recommended,0.45035218512020064,24,27
symptoms,0.4480539668233119,52,63
heavily,0.43655632916760434,15,16
have the,0.43655632916760434,15,16
olive,0.43655632916760434,15,16
same as,0.43655632916760434,15,16
and often,0.43655632916760434,15,16
drain,0.43655632916760434,15,16
depend,0.4356310298168053,27,31
risk is,0.4356310298168053,27,31
oil change,0.4339558559104376,10,10
irritate the,0.4339558559104376,10,10
naturally,0.4339558559104376,10,10
viruses,0.4339558559104376,10,10
much longer,0.4339558559104376,10,10
is one,0.4339558559104376,10,10
to reduce,0.4339558559104376,10,10
diabetes,0.4339558559104376,10,10
difference is,0.4339558559104376,10,10
flavor,0.4339558559104376,10,10
liver and,0.4339558559104376,10,10
it's best,0.4339558559104376,10,10
reliable,0.43207067089317114,70,87
because,0.43199593347417803,130,167
read,0.4317161245852325,23,26
rare,0.4317161245852325,23,26
roots,0.43107358780462235,19,21
diagnosis,0.43107358780462235,19,21
people,0.4301013567468406,173,225
back,0.42409354805271504,30,35
warm,0.417396254080508,26,30
green,0.41531450167899864,14,15
supplement,0.41531450167899864,14,15
oil is,0.41531450167899864,14,15
infants,0.41531450167899864,14,15
claims,0.4123624424007775,43,52
coating,0.41168363575355726,9,9
house,0.41168363575355726,9,9
immediate,0.41168363575355726,9,9
intervals vary,0.41168363575355726,9,9
fluids,0.41168363575355726,9,9
can go,0.41168363575355726,9,9
muscles,0.41168363575355726,9,9
claiming,0.41168363575355726,9,9
small amounts,0.41168363575355726,9,9
stronger evidence,0.41168363575355726,9,9
to keep,0.41168363575355726,9,9
item,0.41168363575355726,9,9
recommended pressure,0.41168363575355726,9,9
signal,0.4107806844614093,18,20
not cause,0.4107806844614093,18,20
app,0.4107806844614093,18,20
more,0.41062379093048357,442,593
condition,0.4063091764209955,29,34
very,0.40357164550950236,89,113
hair,0.39663378914427655,42,51
passwords,0.3930663673964162,13,14
and consider,0.3930663673964162,13,14
for that,0.3930663673964162,13,14
entire,0.3930663673964162,13,14
radiation,0.3926125259992517,21,24
balance,0.38968272558218436,17,19
ones,0.38968272558218436,17,19
period,0.38968272558218436,17,19
ingredients,0.38968272558218436,17,19
to see,0.38968272558218436,17,19
common,0.38865495638976194,117,151
the door,0.3881361909420111,8,8
tightly,0.3881361909420111,8,8
objects,0.3881361909420111,8,8
healing,0.3881361909420111,8,8
that doesn't,0.3881361909420111,8,8
rebuild,0.3881361909420111,8,8
no effect,0.3881361909420111,8,8
outdated for,0.3881361909420111,8,8
build,0.3881361909420111,8,8
route,0.3881361909420111,8,8
work for,0.3881361909420111,8,8
last miles,0.3881361909420111,8,8
alternative,0.3881361909420111,8,8
cotton,0.3881361909420111,8,8
day,0.38292478086209625,57,71
benefit,0.3819095137466592,96,123
in your,0.37203268508398535,20,23
rinse,0.3696659247294882,12,13
but also,0.3696659247294882,12,13
foot,0.3696659247294882,12,13
more likely,0.3696659247294882,12,13
with some,0.3696659247294882,12,13
oil can,0.3676879735752027,16,18
lasts,0.36306548331619004,7,7
certificate,0.36306548331619004,7,7
asthma,0.36306548331619004,7,7
bottled,0.36306548331619004,7,7
is false,0.36306548331619004,7,7
congestion,0.36306548331619004,7,7
thicker,0.36306548331619004,7,7
drywall,0.36306548331619004,7,7
battery is,0.36306548331619004,7,7
all parts,0.36306548331619004,7,7
cause more,0.36306548331619004,7,7
cause permanent,0.36306548331619004,7,7
proper diagnosis,0.36306548331619004,7,7
reflux,0.36306548331619004,7,7
six months,0.36306548331619004,7,7
the claims,0.36306548331619004,7,7
roles,0.36306548331619004,7,7
mean the,0.36306548331619004,7,7
loose,0.36306548331619004,7,7
stretch,0.36306548331619004,7,7
only,0.36106901989904533,154,202
grief,0.3593561639784467,23,27
test,0.3540981148319642,108,140
plan,0.35116683714758884,36,44
is too,0.35067850518970217,19,22
not an,0.35067850518970217,19,22
legitimate,0.35067850518970217,19,22
broad,0.34493022353158687,11,12
is negligible,0.34493022353158687,11,12
many factors,0.34493022353158687,11,12
double,0.34493022353158687,11,12
often have,0.34493022353158687,11,12
no reason,0.34493022353158687,11,12
tell,0.34493022353158687,11,12
for modern,0.34493022353158687,11,12
cough,0.34493022353158687,11,12
tree,0.34493022353158687,11,12
prefer,0.34493022353158687,11,12
can use,0.34493022353158687,11,12
not prevent,0.34493022353158687,11,12
cancer,0.33906112238424424,57,72
scam,0.3387420057790963,22,26
accelerate,0.33613084252824166,6,6
walking,0.33613084252824166,6,6
hiccups persist,0.33613084252824166,6,6
health benefits,0.33613084252824166,6,6
well supported,0.33613084252824166,6,6
gum,0.33613084252824166,6,6
if hiccups,0.33613084252824166,6,6
safe if,0.33613084252824166,6,6
odors,0.33613084252824166,6,6
hydrating,0.33613084252824166,6,6
sold,0.33613084252824166,6,6
overinflation,0.33613084252824166,6,6
oversimplification,0.33613084252824166,6,6
or not,0.33613084252824166,6,6
the tax,0.33613084252824166,6,6
overwatering,0.33613084252824166,6,6
staying,0.33613084252824166,6,6
ratings,0.33613084252824166,6,6
research is,0.33613084252824166,6,6
to have,0.33613084252824166,6,6
bottle,0.33613084252824166,6,6
fill,0.33613084252824166,6,6
files,0.33613084252824166,6,6
for actual,0.33613084252824166,6,6
understanding,0.33613084252824166,6,6
can harm,0.33613084252824166,6,6
sufficient correct,0.33613084252824166,6,6
surface stains,0.33613084252824166,6,6
are good,0.33613084252824166,6,6
exchange,0.33613084252824166,6,6
and possibly,0.33613084252824166,6,6
focus,0.33012786830699936,25,30
photos,0.32846996749066676,18,21
focus on,0.32846996749066676,18,21
drop,0.32846996749066676,18,21
last,0.3283657224200222,41,51
person,0.3205490594515815,14,16
placement,0.3205490594515815,14,16
funds,0.3205490594515815,14,16
headaches,0.3205490594515815,14,16
and doesn't,0.31862541336906913,10,11
grow,0.31862541336906913,10,11
is marketing,0.31862541336906913,10,11
is much,0.31862541336906913,10,11
family,0.31862541336906913,10,11
proven cure,0.31862541336906913,10,11
protect,0.31862541336906913,10,11
your breath,0.306841811150122,5,5
weeks to,0.306841811150122,5,5
say it's,0.306841811150122,5,5
confirmed,0.306841811150122,5,5
get the,0.306841811150122,5,5
at all,0.306841811150122,5,5
parts are,0.306841811150122,5,5
periodic,0.306841811150122,5,5
people the,0.306841811150122,5,5
engagement,0.306841811150122,5,5
to specific,0.306841811150122,5,5
conversation,0.306841811150122,5,5
usually unnecessary,0.306841811150122,5,5
most adults,0.306841811150122,5,5
most cars,0.306841811150122,5,5
or two,0.306841811150122,5,5
animals,0.306841811150122,5,5
description,0.306841811150122,5,5
matches,0.306841811150122,5,5
creams,0.306841811150122,5,5
but its,0.306841811150122,5,5
always the,0.306841811150122,5,5
remove some,0.306841811150122,5,5
exact number,0.306841811150122,5,5
be outdated,0.306841811150122,5,5
reflects,0.306841811150122,5,5
easier,0.306841811150122,5,5
determined by,0.306841811150122,5,5
and effective,0.306841811150122,5,5
not use,0.306841811150122,5,5
or cause,0.306841811150122,5,5
